Quota,Category,State,Institute,Course,Fee,CR 2025 1,CR 2025 2,CR 2025 3
AI,Open-PwD,Uttar Pradesh,"Auton.State MedColl,Pratapgarh",MBBS,24000,548683(1),584717(1),499745(1)
DEEMED PS,Open,Karnataka,"AB Shetty Mem IDS, Mangalore",BDS,507000,484015(97),502737(97),500262(97)
AIIMS SO,EWS-PwD,Uttar Pradesh,"AIIMS, Gorakhpur",MBBS,1350,396329(1),501271(1),501271(1)
AIIMS SO,EWS-PwD,West Bengal,"AIIMS, Kalyani",MBBS,1350,503151(1),503151(1),503151(1)
AI,Open-PwD,Maharashtra,"Govt Med Coll, Nanded",MBBS,158600,73022(1),505311(1),505311(1)
ES,ST,Karnataka,"ESIC Med Coll,Gulbarga",MBBS,24000,432012(4),491879(4),505423(5)
DEEMED PS,Open,Karnataka,"Sri Siddhartha IMS, T. Begur",MBBS,1880000,252684(127),368629(127),511243(138)
AI,OBC-PwD,Maharashtra,"Govt Med Coll, Nagpur",MBBS,158600,215403(1),513361(1),513361(1)
AIIMS SO,SC-PwD,Jammu and Kashmir,"AIIMS, Jammu",MBBS,1350,518444(1),518444(1),518444(1)
AI,EWS-PwD,Andhra Pradesh,"Kurnool Med Coll, Kurnool",MBBS,15000,520592(1),520592(1),520592(1)
AI,OBC-PwD,Tamil Nadu,Thanjavur Med Coll,MBBS,18073,739486(1),1127954(1),524369(1)
AI,Open-PwD,Gujarat,"Medical College, Baroda",MBBS,25000,228710(1),456250(1),525315(1)
ES,ST,Tamil Nadu,"Govt Med Coll & ESI,Coimbatore",MBBS,24000,199369(1),481629(1),525616(1)
DEEMED PS,Open,Tamil Nadu,"Saveetha, Kanchipuram",MBBS,2700000,432358(250),525685(250),525685(250)
AI,Open-PwD,Assam,Nagaon Medical College,MBBS,6400,525812(1),525812(1),525812(1)
DEEMED PS,Open,Maharashtra,"DY Patil, Pimpri, Pune",MBBS,2700000,395628(212),439258(212),525844(237)
DEEMED PS,Open,Tamil Nadu,"Sri Ramachandra Dental,Chennai",BDS,600000,527087(90),526276(90),526276(90)
DEEMED PS,Open,Karnataka,"Rajeshwari, Bangalore",MBBS,2450000,306923(212),386653(212),526412(236)
AI,OBC-PwD,Punjab,"ESIC MedCollHosp,Ludhiana",MBBS,100000,-,526701(1),526701(1)
AI,Open-PwD,Chhattisgarh,"Pt JNM Med Coll, Raipur",MBBS,50000,368500(1),527692(1),527692(1)
AI,Open-PwD,Dadra and Nagar Haveli,"NAMO MERI Govt MedColl,Silvassa",MBBS,53000,529117(1),529117(1),529117(1)
AI,OBC-PwD,Tripura,"Agartala Med Coll, Agartala",MBBS,59500,529174(1),529174(1),529174(1)
AIIMS SO,SC-PwD,Maharashtra,"AIIMS, Nagpur",MBBS,1350,197744(1),534447(1),534447(1)
AI,Open-PwD,Uttar Pradesh,"Shaik-ul-Hind, Saharanpur",MBBS,24000,449907(1),534498(1),534498(1)
DEEMED PS,Open,Gujarat,"SBKS, Vadadora",MBBS,2275000,340315(107),398037(107),535000(141)
DEEMED PS,Open,Tamil Nadu,"SRM Dental Coll, Chennai",BDS,390000,535578(100),535578(100),535578(100)
DEEMED PS,Open,Maharashtra,"DY Patil, Navi Mumbai",MBBS,2700000,419526(212),457967(212),535775(212)
AIIMS SO,SC-PwD,Punjab,"AIIMS, Bathinda",MBBS,1350,536109(1),536109(1),536109(1)
AI,Open-PwD,West Bengal,"MJN Med Coll, Coochbehar",MBBS,9000,617316(1),539772(1),539772(1)
AI,OBC-PwD,Karnataka,"KIMS, Hubli",MBBS,64350,541809(1),541809(1),541809(1)
AI,OBC-PwD,Uttar Pradesh,"Govt Med Coll, Rampur, Basti",MBBS,24000,626802(1),542417(1),542417(1)
DEEMED PS,Open,Tamil Nadu,"Saveetha Dental Coll, Chennai",BDS,910000,524471(99),547121(99),547121(99)
DEEMED PS,Open,Maharashtra,"DY Patil, Kolhapur",MBBS,2400000,324266(127),397433(127),554134(134)
AI,Open-PwD,Rajasthan,"Govt Med Coll, Bhilwara",MBBS,96029,-,556124(1),556124(1)
AI,SC-PwD,Maharashtra,"Grant Med Coll, Mumbai",MBBS,158600,557723(1),557723(1),557723(1)
ES,Open-PwD,Tamil Nadu,"Govt Med Coll & ESI,Coimbatore",MBBS,24000,558306(1),558306(1),558306(1)
AI,Open-PwD,Telangana,"Govt Med Coll, Mahabubnagar",MBBS,14000,558819(1),558819(1),558819(1)
DEEMED NRI,Open,Karnataka,"Kasturba Med Coll, Manipal",MBBS,4231200,555829(38),559034(36),559034(36)
AI,OBC-PwD,West Bengal,"Nilratan Sircar, Kolkata",MBBS,9000,559370(1),559370(1),559370(1)
AI,Open-PwD,Maharashtra,"SRTT, Ambajogai",MBBS,158600,398158(1),559542(1),559542(1)
AI,OBC-PwD,Karnataka,"Bangalore Med Coll, Bangalore",MBBS,64350,560904(1),560904(1),560904(1)
AI,Open-PwD,Rajasthan,"Government Med Coll, Dausa",MBBS,96029,561097(1),561097(1),561097(1)
DEEMED PS,Open,Telangana,"Malla Reddy(Women), Hyderabad",MBBS,2050000,352435(170),424521(170),562310(176)
ES,ST,Punjab,"ESIC MedCollHosp,Ludhiana",MBBS,24000,-,-,563010(2)
AI,OBC-PwD,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",MBBS,100000,566769(1),566769(1),566769(1)
ES,ST,Maharashtra,"ESI, Andheri, Mumbai",MBBS,24000,-,-,577459(2)
ES,ST,Kerala,"Govt Med Coll, Kollam",MBBS,24000,475089(3),525616(3),578106(3)
AI,Open-PwD,Karnataka,"Mysore Med Coll, Mysore",MBBS,64350,-,579221(1),579221(1)
AI,OBC-PwD,Uttar Pradesh,"Shaik-ul-Hind, Saharanpur",MBBS,24000,579283(1),579283(1),579283(1)
AI,SC-PwD,Punjab,"Guru Govind Singh, Faridkot",MBBS,192000,-,-,581456(1)
AI,Open-PwD,Rajasthan,"JLNMC, Ajmer",MBBS,96075,342356(1),581553(1),581553(1)
DEEMED PS,Open,Uttarakhand,"Graphic Era IMS, Dehradun",MBBS,2520000,442416(127),478912(127),582337(144)
AI,Open-PwD,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",MBBS,24000,444873(1),582737(1),582737(1)
AI,Open-PwD,West Bengal,"Sarat CC Govt Med Coll, Howrah",MBBS,9000,586162(1),586162(1),586162(1)
DEL CW,Open,Delhi,"UCMS, Delhi",MBBS,31340,587052(2),587052(2),587052(2)
AI,Open-PwD,Karnataka,"KIMS, Hubli",MBBS,64350,359796(1),588469(1),588469(1)
DEEMED PS,Open,Uttar Pradesh,"Santosh Med Coll, Ghaziabad",MBBS,2400000,499941(127),523387(127),588923(127)
AI,Open-PwD,Rajasthan,"Govt Med Coll, Kota",MBBS,96100,385937(1),590335(1),590335(1)
AI,OBC-PwD,West Bengal,Calcutta National Med Coll,MBBS,9000,592129(1),592129(1),592129(1)
DEEMED PS,Open,Maharashtra,"DY Patil Dental Coll, Pune",BDS,650000,591456(95),593405(95),593405(95)
AI,Open-PwD,Uttar Pradesh,"Govt Med Coll, Shahjhanpur",MBBS,24000,574047(1),595700(1),595700(1)
DEEMED PS,Open,Maharashtra,"JN Med College, Meghe, Wardha",MBBS,2325000,416757(212),493710(212),596063(218)
ES,ST,Bihar,"ESIC Med Coll, Patna",MBBS,24000,-,468396(3),596396(3)
AI,Open-PwD,Uttar Pradesh,"Govt Med Coll, Lakhimpur Kheri",MBBS,24000,590235(1),596576(1),596576(1)
AIIMS SO,SC-PwD,Uttar Pradesh,"AIIMS, Gorakhpur",MBBS,1350,596639(1),596639(1),596639(1)
DEEMED PS,Open,Maharashtra,"BVDU Dental Coll, Pune",BDS,591250,533032(85),598360(85),598360(85)
DEEMED PS,Open,Maharashtra,"Rural Dental Coll, Loni",BDS,350000,599324(85),599324(85),599324(85)
AI,Open-PwD,Maharashtra,"Government Med Coll, Parbhani",MBBS,158600,424820(1),599793(1),599793(1)
JP,ST,Pondicherry,"JIPMER, Puducherry",MBBS,1200,599794(1),599794(1),599794(1)
ES,ST,Uttar Pradesh,"ESIC, Varanasi",MBBS,24000,-,-,599846(2)
DEEMED PS,Open,Karnataka,"JSS Dental Coll, Mysore",BDS,551100,565318(100),602066(100),606098(100)
DEEMED PS,Open,Maharashtra,"BVDU, Pune",MBBS,2855600,374028(127),510405(212),606370(221)
AI,Open-PwD,Uttar Pradesh,"Auton. State Med Coll, Etah",MBBS,24000,532642(1),499745(1),607261(1)
AI,Open-PwD,Goa,"Goa Med Coll, Panaji",MBBS,154050,391095(1),315251(1),608056(1)
AI,Open-PwD,Uttar Pradesh,"Govt Med Coll, Chandauli",MBBS,24000,719780(1),609676(1),609676(1)
AIIMS SO,SC-PwD,Jharkhand,"AIIMS, Deoghar",MBBS,1350,534447(1),610082(1),610082(1)
DEEMED PS,Open,Maharashtra,"Krishna IMS, Karad",MBBS,2450000,396381(212),496845(212),610201(212)
DEEMED PS,Open,Tamil Nadu,"Vels Med Coll, Tiruvallur",MBBS,2197000,424512(127),517146(177),610538(225)
DEL CW,Open,Delhi,"Lady Hardinge, Delhi",MBBS,1665,611573(4),611573(4),611573(4)
AI,SC-PwD,Odisha,"VIMSAR, Burla",MBBS,22000,611853(1),611853(1),611853(1)
AI,Open-PwD,Rajasthan,"Govt Med Coll, Sri Ganganagar",MBBS,96029,612342(1),612342(1),612342(1)
JPMR SO,SC-PwD,Pondicherry,"JIPMER, Puducherry",MBBS,1200,613527(1),613527(1),613527(1)
DEEMED PS,Open,Andhra Pradesh,"GITAM IMS, Vizag",MBBS,2537000,437866(127),482169(127),615974(131)
ES,ST,West Bengal,"ESI, Joka, Kolkata",MBBS,24000,468396(5),538009(5),616588(6)
DEEMED PS,Open,Tamil Nadu,"SRM Katt DentColl,Kancheepuram",BDS,390000,617769(100),617769(100),617769(100)
DEEMED PS,Open,Karnataka,"KLE VK Inst of DentSci,Belgaum",BDS,373000,581184(95),617789(95),617789(95)
AI,Open-PwD,Bihar,"Jawaharlal Nehru, Bhagalpur",MBBS,9500,457195(1),617849(1),617849(1)
AI,EWS-PwD,Bihar,"Nalanda Med Coll, Patna",MBBS,9500,621686(1),621686(1),621686(1)
AI,Open-PwD,Jharkhand,"Palamu Medical College, Palamu",MBBS,9200,621703(1),621703(1),621703(1)
DEEMED PS,Open,Maharashtra,"MGM Med Coll,Panvel",MBBS,2350000,-,-,624436(85)
AI,OBC-PwD,Uttar Pradesh,"Auton. StateMed,Siddharthnagar",MBBS,24000,758496(1),625200(1),625200(1)
DU,OBC-PwD,Delhi,"MAMC, Delhi",MBBS,2095,776926(3),625358(3),625358(3)
AI,Open-PwD,Uttar Pradesh,"Autonomous Med Coll, Sonebhadra",MBBS,24000,626070(1),626070(1),626070(1)
AIIMS SO,Open-PwD,Tamil Nadu,"AIIMS, Madurai",MBBS,1350,190373(1),457195(1),628140(1)
AIIMS SO,SC-PwD,Andhra Pradesh,"AIIMS, Mangalagiri",MBBS,1350,630186(1),630186(1),630186(1)
DU,Open-PwD,Delhi,"UCMS, Delhi",MBBS,31340,631940(3),631940(3),631940(3)
AI,OBC-PwD,Uttar Pradesh,"Govt Med Coll, Azamgarh",MBBS,24000,425712(1),633656(1),633656(1)
AI,Open-PwD,Jammu and Kashmir,"Government Medical Coll, Doda",MBBS,26250,-,633921(1),633921(1)
AI,Open-PwD,Karnataka,"Gadag IMS, Gadag",MBBS,64350,634448(1),634448(1),634448(1)
AIIMS SO,ST-PwD,Madhya Pradesh,"AIIMS, Bhopal",MBBS,1350,636315(1),636315(1),636315(1)
AI,SC-PwD,Maharashtra,"BJMC, Pune",MBBS,158600,639172(1),639172(1),639172(1)
AI,Open-PwD,Uttar Pradesh,"Govt Med Coll, Kannauj",MBBS,24000,532373(1),409274(1),642228(1)
DEEMED PS,Open,Maharashtra,"Datta Meghe Med Coll, Nagpur",MBBS,2325000,393512(127),494727(170),642393(221)
AI,OBC-PwD,Madhya Pradesh,"GMC, Sheopur",MBBS,100000,-,643974(1),643974(1)
AI,Open-PwD,Haryana,"BPS Govt Med Coll, Sonepat",MBBS,61410,590335(1),644774(1),644774(1)
ES,ST,Assam,"ESIC, Beltola",MBBS,24000,-,-,645840(2)
IP,Open-PwD,Delhi,"ESI, Basaidarpur, Delhi",MBBS,100000,-,-,646606(1)
AI,OBC-PwD,Bihar,"AN Magadh, Gaya",MBBS,9500,648874(1),648874(1),648874(1)
AI,Open-PwD,Karnataka,"Bidar IMS, Bidar",MBBS,64350,519024(1),650531(1),650531(1)
AI,SC-PwD,Uttar Pradesh,"GSVM Med Coll, Kanpur",MBBS,24000,655619(1),655619(1),655619(1)
DEEMED PS,Open,Tamil Nadu,"Vinayaka Missions, Salem",MBBS,2250000,549662(150),636297(150),656654(150)
DEEMED PS,Open,Tamil Nadu,"Meenakshi Med Coll, Enathur",MBBS,2300000,558109(250),593831(250),657379(250)
AI,SC-PwD,Haryana,"Kalpana Chawala Govt MC,Karnal",MBBS,61410,658829(1),658829(1),658829(1)
AI,Open-PwD,Karnataka,Chikkaballapura Inst Of Med Sci,MBBS,64350,724237(1),658912(1),658912(1)
DEEMED PS,Open,Maharashtra,"DY Patil UniversitySclofMed,Taluka Maval",MBBS,2500000,-,507898(42),661567(89)
IP CW,OBC,Delhi,"VMMC, Delhi",MBBS,41000,661920(2),661920(2),661920(2)
AI,OBC-PwD,Gujarat,"Govt Med Coll, Bhavnagar",MBBS,25000,556124(1),662953(1),662953(1)
DEEMED PS,Open,Maharashtra,"BVDU, Sangli",MBBS,2552550,440671(127),552224(212),665302(212)
AI,Open-PwD,Bihar,"Government Med Coll, Purnea",MBBS,9500,680755(1),665895(1),665895(1)
AI,OBC-PwD,Dadra and Nagar Haveli,"NAMO MERI Govt MedColl,Silvassa",MBBS,53000,668699(1),668699(1),668699(1)
AI,Open-PwD,Rajasthan,"RUHS, Jaipur",MBBS,96029,178343(1),395319(1),670804(1)
AIIMS SO,SC-PwD,West Bengal,"AIIMS, Kalyani",MBBS,1350,671008(1),671008(1),671008(1)
AI,OBC-PwD,Telangana,"ESIC Med Coll,Sanath Nagar",MBBS,100000,672196(1),672196(1),672196(1)
DEL CW,SC,Delhi,"MAMC, Delhi",MBBS,2095,673480(1),673480(1),673480(1)
BHU SO,SC-PwD,Uttar Pradesh,"IMS(BHU), Varanasi",MBBS,33739,674805(1),674805(1),674805(1)
AI,OBC-PwD,Maharashtra,"Grant Med Coll, Mumbai",MBBS,158600,213016(1),215403(1),677552(1)
AI,Open-PwD,Assam,"Assam Med Coll, Dibrugarh",MBBS,6400,432536(1),677936(2),677936(2)
AI,Open-PwD,Rajasthan,"Govt Med Coll, Baran",MBBS,96029,678151(1),678151(1),678151(1)
AIIMS SO,EWS-PwD,Gujarat,"AIIMS, Rajkot",MBBS,1350,392062(1),680755(1),680755(1)
AI,Open-PwD,Jammu and Kashmir,"Government Med Coll, Udhampur",MBBS,27060,444121(1),681546(1),681546(1)
DEEMED PS,Open,Karnataka,"Sri Siddhartha DentColl,Tumkur",BDS,311000,683300(34),683300(34),683300(34)
AI,Open-PwD,Uttar Pradesh,"ESIC MedCollHosp,Noida",MBBS,100000,-,591778(1),686197(1)
AIIMS SO,SC-PwD,Chhattisgarh,"AIIMS, Raipur",MBBS,1350,230742(1),637953(1),686509(1)
AI,OBC-PwD,West Bengal,"RG Kar Med Coll, Kolkata",MBBS,9000,542417(1),688351(1),688351(1)
AI,OBC-PwD,Haryana,"Kalpana Chawala Govt MC,Karnal",MBBS,61410,644774(1),693321(1),693321(1)
DEEMED PS,Open,Pondicherry,"Vinayaka Missions, Karaikal",MBBS,2188000,491918(150),633931(150),693547(150)
AI,Open-PwD,Himachal Pradesh,"DrRadhakrishnan GovtColl,Hamirpur",MBBS,50000,326789(1),326789(1),695650(1)
AI,Open-PwD,Gujarat,"ESIC Med Coll, Naroda",MBBS,100000,-,697486(1),697486(1)
DEEMED PS,Open,Haryana,"MM Coll Dental, Mullana,Ambala",BDS,318300,697765(100),697765(100),697765(100)
AI,Open-PwD,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",MBBS,100000,228719(1),699953(1),699953(1)
AI,Open-PwD,Karnataka,"Shri Atal Bihari Vajpayee, BLR",MBBS,64350,414537(1),686197(1),702132(1)
DEEMED PS,Open,Tamil Nadu,"SRM Med Coll, Kancheepuram",MBBS,2800000,496509(247),611782(247),704056(249)
AI,EWS-PwD,Rajasthan,"SNMC, Jodhpur",MBBS,96100,708263(1),708263(1),708263(1)
AIIMS SO,OBC-PwD,Tamil Nadu,"AIIMS, Madurai",MBBS,1350,409125(1),510735(1),709434(1)
AI,OBC-PwD,Assam,"Jorhat Med Coll, Jorhat",MBBS,6400,676411(1),711428(1),711428(1)
DEEMED NRI,Open,Karnataka,"AB Shetty Mem IDS, Mangalore",BDS,807000,711985(3),711985(3),711985(3)
IP CW,Open,Delhi,"ABVIMS (Dr RML Hosp), Delhi",MBBS,41000,712303(2),712303(2),712303(2)
AI,Open-PwD,Andhra Pradesh,"Government Med Coll, Nandyal",MBBS,15000,868093(1),713802(1),713802(1)
AI,Open-PwD,West Bengal,"Govt Med Coll, Raiganj",MBBS,9000,617511(1),718507(1),718507(1)
DEEMED PS,Open,Maharashtra,"BV Dental Coll, Navi Mumbai",BDS,591250,697340(90),718996(90),718996(90)
AI,Open-PwD,West Bengal,"Prafulla CS Govt Med, Arambagh",MBBS,9000,473110(1),719780(1),719780(1)
DEEMED PS,Open,Maharashtra,"DYPatil Dent Coll, Navi Mumbai",BDS,875000,688701(98),720648(98),720648(98)
DEEMED PS,Open,Maharashtra,"School of DentSci, KIMS, Karad",BDS,425000,722952(95),720739(95),720739(95)
AI,Open-PwD,Andhra Pradesh,SVIMS-Sri Padmavathi,MBBS,67900,723626(1),723626(1),723626(1)
AI,OBC-PwD,Uttar Pradesh,"Govt Med Coll, Lakhimpur Kheri",MBBS,24000,709434(1),724062(1),724062(1)
DEEMED NRI,Open,Karnataka,"KS Hegde, Mangalore",MBBS,2828000,719446(39),727323(38),727323(38)
AI,ST-PwD,Dadra and Nagar Haveli,"NAMO MERI Govt MedColl,Silvassa",MBBS,53000,729673(1),729673(1),729673(1)
AIIMS SO,SC-PwD,Assam,"AIIMS, Guwahati",MBBS,1350,730492(1),730492(1),730492(1)
DEEMED PS,Open,Uttar Pradesh,"Santosh Dental Coll, Ghaziabad",BDS,280000,731183(100),731183(100),731183(100)
AI,Open-PwD,Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",MBBS,158600,367321(1),365368(1),734012(1)
DEEMED PS,Open,Tamil Nadu,"ACS Med Coll, Chennai",MBBS,2500000,587084(212),612027(212),736125(231)
AI,Open-PwD,Punjab,"Guru Govind Singh, Faridkot",MBBS,192000,526701(1),736249(1),736249(1)
AI,Open-PwD,Tamil Nadu,"Madras Med Coll, Chennai",MBBS,18073,293085(1),739486(1),739486(1)
AI,SC-PwD,Gujarat,"Medical College, Baroda",MBBS,25000,743138(1),743138(1),743138(1)
AI,Open-PwD,Odisha,"Saheed Laxman Nayak, Koraput",MBBS,22000,744200(1),744200(1),744200(1)
AI,Open-PwD,Chhattisgarh,"CIMS, Bilaspur",MBBS,50000,527692(1),746311(1),746311(1)
AI,ST-PwD,Telangana,"Osmania Med Coll, Hyderabad",MBBS,14000,747236(1),747236(1),747236(1)
AI,Open-PwD,West Bengal,Murshidabad Med Coll,MBBS,9000,432944(1),784396(1),747846(1)
AI,OBC-PwD,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",MBBS,100000,629857(1),582290(1),749341(1)
AI,SC-PwD,Bihar,"Government Med Coll, Purnea",MBBS,9500,749964(1),749964(1),749964(1)
DEEMED PS,Open,Maharashtra,"BV Dental Coll, Sangli",BDS,414750,753902(90),753902(90),753902(90)
AI,OBC-PwD,Odisha,"Government Med Coll, Sundargarh",MBBS,22000,754386(1),754386(1),754386(1)
AI,Open-PwD,Karnataka,"Yadgiri Inst of Med Sci,Yadgiri",MBBS,64350,754480(1),754480(1),754480(1)
MUSLIM MIN,Open,Karnataka,"Yenepoya Dental Coll, Yenepoya",BDS,526000,756553(35),755243(35),755243(35)
DEEMED PS,Open,Pondicherry,"Aarupadai Veedu, Pondicherry",MBBS,2388000,593506(150),684493(150),755831(150)
IP,OBC-PwD,Delhi,"VMMC, Delhi",MBBS,41000,756706(2),756706(2),756706(2)
AI,OBC-PwD,Maharashtra,"Govt Med Coll, Akola",MBBS,158600,325372(1),757014(1),757014(1)
DEEMED PS,Open,Karnataka,"Yenepoya Dental Coll, Yenepoya",BDS,526000,720900(50),758116(50),758116(50)
AI,Open-PwD,Rajasthan,"Jhalawar Med Coll, Jhalawar",MBBS,96029,536372(1),667207(1),758496(1)
JAIN MIN,Open,Gujarat,"KM Shah Dental Coll, Vadadora",BDS,250000,758641(25),758641(25),758641(25)
AI,EWS-PwD,West Bengal,"College of Med & SDH, Kolkata",MBBS,9000,763736(1),763736(1),763736(1)
IP CW,Open,Delhi,"ESI, Basaidarpur, Delhi",MBBS,100000,-,-,764025(1)
AI,OBC-PwD,Uttar Pradesh,"MRA Med Coll, Ambedkarnagar",MBBS,24000,767624(1),767624(1),767624(1)
ES,ST,Karnataka,"ESIC Dental Coll, Gulbarga",BDS,24000,522520(2),596344(2),768641(2)
DEEMED PS,Open,Tamil Nadu,"Chettinad Hosp&RI,Kanchipuram",MBBS,2700000,600008(250),703700(250),768688(250)
AI,OBC-PwD,West Bengal,Bankura Sammilani Med Coll,MBBS,9000,767643(1),769009(1),769009(1)
AIIMS SO,ST-PwD,Jammu and Kashmir,"AIIMS, Jammu",MBBS,1350,770273(1),770273(1),770273(1)
AI,OBC-PwD,Chhattisgarh,"CCM Govt Medical College, Durg",MBBS,50000,771971(1),771971(1),771971(1)
AI,SC-PwD,Maharashtra,"MGIMS, Wardha",MBBS,169410,474394(1),772618(1),772618(1)
DEEMED PS,Open,Odisha,"Inst of Dental Sci,Bhubaneswar",BDS,600000,774006(100),774006(100),774006(100)
AI,SC-PwD,Delhi,"UCMS, Delhi",MBBS,31340,639862(1),774206(1),774206(1)
AI,Open-PwD,Madhya Pradesh,"Government Med Coll, Satna",MBBS,100000,513297(1),774929(1),774929(1)
IP CW,OBC,Delhi,"ABVIMS (Dr RML Hosp), Delhi",MBBS,41000,780907(1),780907(1),780907(1)
DEEMED PS,Open,Gujarat,"KM Shah Dental Coll, Vadadora",BDS,375000,788470(75),781187(75),781187(75)
AI,Open-PwD,Tamil Nadu,"Govt Med Coll, Ramanathapuram",MBBS,18073,781291(1),781291(1),781291(1)
AIIMS SO,ST-PwD,Odisha,"AIIMS, Bhubaneswar",MBBS,1350,781610(1),781610(1),781610(1)
AI,OBC-PwD,Rajasthan,"SNMC, Jodhpur",MBBS,96100,331364(1),783374(1),783374(1)
AI,Open-PwD,Tamil Nadu,"Rajah Muthiah MC, Annamalai",MBBS,18073,785589(1),785589(1),785589(1)
AIIMS SO,ST-PwD,Delhi,"AIIMS, Delhi",MBBS,1350,296155(1),785618(1),785618(1)
AI,Open-PwD,Uttar Pradesh,"Auton. State Med Coll,Amethi",MBBS,24000,-,-,785623(1)
AI,OBC-PwD,Maharashtra,"Govt Med Coll, Miraj",MBBS,158600,349357(1),603005(1),786461(1)
AI,SC-PwD,Uttar Pradesh,"Shaik-ul-Hind, Saharanpur",MBBS,24000,703861(1),-,789747(1)
AI,OBC-PwD,Karnataka,"Raichur IMS, Raichur",MBBS,64350,790290(1),790290(1),790290(1)
AI,Open-PwD,Madhya Pradesh,"Govt Med Coll, Ratlam",MBBS,100000,516382(1),792211(1),792211(1)
AI,Open-PwD,Tamil Nadu,"Stanley Med Coll, Chennai",MBBS,18073,383905(1),796403(1),796403(1)
AI,SC-PwD,Uttar Pradesh,"Govt Med Coll, Auraiya",MBBS,24000,1208862(1),797132(1),797132(1)
DEEMED PS,Open,Haryana,"Manav Rachna Dental, Faridabad",BDS,415000,798698(98),798698(98),798698(98)
AI,OBC-PwD,Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",MBBS,50000,762665(1),807586(1),807586(1)
DEEMED PS,Open,Tamil Nadu,"Shri Satya Sai, Kancheepuram",MBBS,2402000,640116(250),724488(250),811496(250)
AI,OBC-PwD,Jammu and Kashmir,"Government Med Coll, Udhampur",MBBS,27060,801338(1),813421(1),813421(1)
DEEMED PS,Open,Pondicherry,"MGMC & RI, Pondicherry",MBBS,2702000,581782(225),724279(225),814210(249)
AI,OBC-PwD,Maharashtra,"Government Med Coll, Hingoli",MBBS,158600,677552(1),814740(1),814740(1)
AI,OBC-PwD,Odisha,"Pt Raghunath Med Coll,Baripada",MBBS,22000,817190(1),817190(1),817190(1)
IP CW,EWS,Delhi,"VMMC, Delhi",MBBS,41000,817768(1),817768(1),817768(1)
DEEMED NRI,Open,Maharashtra,"MGM Med Coll,Panvel",MBBS,5160000,-,-,820110(15)
AI,ST-PwD,Madhya Pradesh,"MGM Med Coll, Indore",MBBS,100000,-,826710(1),826710(1)
AI,OBC-PwD,Rajasthan,"RNT, Udaipur",MBBS,96029,413489(1),826892(1),826892(1)
AI,OBC-PwD,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",MBBS,158600,356620(1),413489(1),827817(1)
DEEMED PS,Open,Maharashtra,"Sharad Pawar Dent Coll, Wardha",BDS,460000,827913(100),827913(100),827913(100)
AI,Open-PwD,Andhra Pradesh,"Govt Med Coll, Rajamahendravaram",MBBS,15000,828030(1),828030(1),828030(1)
DEEMED PS,Open,Tamil Nadu,"Meenakshi Ammal Dental,Chennai",BDS,550000,828185(100),828185(100),828185(100)
AI,Open-PwD,Uttarakhand,"Soban Singh Govt Inst, Almora",MBBS,150000,652906(1),828775(1),828775(1)
AI,OBC-PwD,Madhya Pradesh,"Government Med Coll, Satna",MBBS,100000,555592(1),829145(1),829145(1)
AI,Open-PwD,Tamil Nadu,Coimbatore Med Coll,MBBS,18073,510735(1),829466(1),829466(1)
AI,Open-PwD,Maharashtra,"Govt Med Coll, Alibag",MBBS,158600,456250(1),525315(1),831158(1)
DEEMED NRI,Open,Jharkhand,"Manipal TataMedColl,Jamshedpur",MBBS,2390800,832414(5),832414(7),832414(7)
AI,OBC-PwD,Bihar,"Jannayak Karpoori Med,Madhepura",MBBS,9500,692794(1),835024(1),835024(1)
AI,OBC-PwD,Karnataka,"Chamrajanagar IMS, Karnataka",MBBS,64350,837599(1),837599(1),837599(1)
AI,OBC-PwD,Maharashtra,"Government Med Coll, Washim",MBBS,158600,505311(1),839378(1),839378(1)
AI,Open-PwD,Tamil Nadu,"Govt Med Coll, Karur",MBBS,18073,839727(1),839727(1),839727(1)
DEEMED PS,Open,Pondicherry,"IG Inst Dental Sci,Pondicherry",BDS,342000,847005(100),847005(100),847005(100)
AI,Open-PwD,Odisha,"Pt Raghunath Med Coll,Baripada",MBBS,22000,736249(1),848426(1),848426(1)
DEEMED PS,Open,Tamil Nadu,"Sree Balaji Med Coll, Chennai",MBBS,3050000,707998(245),773612(245),854232(248)
AIIMS SO,ST-PwD,Bihar,"AIIMS, Patna",MBBS,1350,856041(1),856041(1),856041(1)
DU,Open-PwD,Delhi,"Lady Hardinge, Delhi",MBBS,1665,857937(4),857937(4),857937(4)
AI,EWS-PwD,Uttar Pradesh,"Auton. State Med Coll, Deoria",MBBS,24000,858784(1),858784(1),858784(1)
AI,OBC-PwD,West Bengal,"College of Med & SDH, Kolkata",MBBS,9000,648027(1),859291(1),859291(1)
DEEMED NRI,Open,Gujarat,"SBKS, Vadadora",MBBS,3440000,-,861535(3),861535(6)
JamiaNRI,Open,Delhi,"Faculty of Dent,Jamial Millia",BDS,4300000,862025(2),862025(2),862025(2)
AI,EWS-PwD,Jammu and Kashmir,"Govt Med Coll, Srinagar",MBBS,26250,-,864942(1),864942(1)
