S. No.,State,Management of college,College Name,Course Name,Seats
7358,Uttar Pradesh,Trust,Noida International Institute Of Medical Sciences,MD- Pathology,2
7359,Uttar Pradesh,Trust,Noida International Institute Of Medical Sciences,MS- General Surgery,15
7360,Uttar Pradesh,Trust,Noida International Institute Of Medical Sciences,MD- General Medicine,15
7361,Uttar Pradesh,Trust,Noida International Institute Of Medical Sciences,MS- Orthopedics,9
7362,Uttar Pradesh,Trust,Noida International Institute Of Medical Sciences,MS- OBG,3
7363,Uttar Pradesh,Govt,"Post Graduate Institute of Child Health, Noida (Formely known as Super Speciality Paediatric Hospital & Post Graduate Teaching Institute)",MD - Paediatrics,4
7364,Uttar Pradesh,Govt,"Post Graduate Institute of Child Health, Noida (Formely known as Super Speciality Paediatric Hospital & Post Graduate Teaching Institute)",MD - Microbiology,4
7365,Uttar Pradesh,Trust,Prasad Institute of Medical Sciences Lucknow,MD - Radio - Diagnosis,6
7366,Uttar Pradesh,Trust,Prasad Institute of Medical Sciences Lucknow,MS - Orthopaedics,3
7367,Uttar Pradesh,Trust,Prasad Institute of Medical Sciences Lucknow,MS - Opthalmology,2
7368,Uttar Pradesh,Trust,Prasad Institute of Medical Sciences Lucknow,MS - Otorhinolaryngology,4
7369,Uttar Pradesh,Trust,Prasad Institute of Medical Sciences Lucknow,MD - Psychiatry,3
7370,Uttar Pradesh,Trust,Prasad Institute of Medical Sciences Lucknow,"MD - Dermatology , Venereology & Leprosy",4
7371,Uttar Pradesh,Trust,Prasad Institute of Medical Sciences Lucknow,MD - General Medicine,5
7372,Uttar Pradesh,Trust,Prasad Institute of Medical Sciences Lucknow,MD - Anaesthesiology,5
7373,Uttar Pradesh,Trust,Prasad Institute of Medical Sciences Lucknow,MD - Paediatrics,3
7374,Uttar Pradesh,Trust,Prasad Institute of Medical Sciences Lucknow,MS - Obstetrics & Gynaecology,3
7375,Uttar Pradesh,Trust,Prasad Institute of Medical Sciences Lucknow,MD - Respiratory Medicine,3
7376,Uttar Pradesh,Trust,Prasad Institute of Medical Sciences Lucknow,MS - General Surgery,5
7377,Uttar Pradesh,Govt,Rajkiya Allopathic Medical College Bahraich UP,MD - Anatomy,3
7378,Uttar Pradesh,Govt,Rajkiya Allopathic Medical College Bahraich UP,MD - Biochemistry,3
7379,Uttar Pradesh,Govt,Rajkiya Allopathic Medical College Bahraich UP,MD - Community Medicine,5
7380,Uttar Pradesh,Govt,Rajkiya Allopathic Medical College Bahraich UP,MS - Orthopaedics,5
7381,Uttar Pradesh,Govt,Rajkiya Allopathic Medical College Bahraich UP,MD - Physiology,3
7382,Uttar Pradesh,Govt,Rajkiya Allopathic Medical College Bahraich UP,MD - Forensic Medicine,3
7383,Uttar Pradesh,Govt,"Rajkiya Medical College Jalaun, Orai, Uttar Pradesh",MS - General Surgery,4
7384,Uttar Pradesh,Govt,"Rajkiya Medical College Jalaun, Orai, Uttar Pradesh",MS-Orthopaedics,5
7385,Uttar Pradesh,Govt,"Rajkiya Medical College Jalaun, Orai, Uttar Pradesh",MD- General Medicine,3
7386,Uttar Pradesh,Govt,"Rajkiya Medical College Jalaun, Orai, Uttar Pradesh",MS- OBG,2
7387,Uttar Pradesh,Govt,"Rajkiya Medical College Jalaun, Orai, Uttar Pradesh",MD- Paediatrics,5
7388,Uttar Pradesh,Govt,"Rajkiya Medical College Jalaun, Orai, Uttar Pradesh",MD- Anesthesiology,7
7389,Uttar Pradesh,Govt,"Rajkiya Medical College Jalaun, Orai, Uttar Pradesh",MD - Community Medicine,3
7390,Uttar Pradesh,Govt,"Rajkiya Medical College Jalaun, Orai, Uttar Pradesh",MS - Opthalmology,2
7391,Uttar Pradesh,Govt,"Rajkiya Medical College Jalaun, Orai, Uttar Pradesh",MD - Anatomy,2
7392,Uttar Pradesh,Govt,"Rajkiya Medical College Jalaun, Orai, Uttar Pradesh",MD - Pathology,2
7393,Uttar Pradesh,Govt,"Rajkiya Medical College saddarpur, Ambedkar Nagar(Mahamaya Rajkiya Allopathic Medical College, Ambedkarnagar)",MD Community Medicine,5
7394,Uttar Pradesh,Trust,"Rajshree Medical Research Institute, Bareilly",MD - Radio Diagnosis/Radiology,3
7395,Uttar Pradesh,Trust,"Rajshree Medical Research Institute, Bareilly",MS - Opthalmology,3
7396,Uttar Pradesh,Trust,"Rajshree Medical Research Institute, Bareilly",MS - Obstetrics & Gynaecology,7
7397,Uttar Pradesh,Trust,"Rajshree Medical Research Institute, Bareilly",MD - Bio-Chemistry,3
7398,Uttar Pradesh,Trust,"Rajshree Medical Research Institute, Bareilly",MD - Emergency Medicine,2
7399,Uttar Pradesh,Trust,"Rajshree Medical Research Institute, Bareilly","MD - Tuberculosis & Respiratory Diseases / Pulmonary
Medicine",2
7400,Uttar Pradesh,Trust,"Rajshree Medical Research Institute, Bareilly",MD - Paediatrics,7
7401,Uttar Pradesh,Trust,"Rajshree Medical Research Institute, Bareilly",MD - Psychiatry,3
7402,Uttar Pradesh,Trust,"Rajshree Medical Research Institute, Bareilly",MD - Microbiology,3
7403,Uttar Pradesh,Trust,"Rajshree Medical Research Institute, Bareilly",MS - Otorhinolaryngology,2
7404,Uttar Pradesh,Trust,"Rajshree Medical Research Institute, Bareilly",MD - General Medicine,9
7405,Uttar Pradesh,Trust,"Rajshree Medical Research Institute, Bareilly",MS - Orthopaedics,7
7406,Uttar Pradesh,Trust,"Rajshree Medical Research Institute, Bareilly",MS - General Surgery,8
7407,Uttar Pradesh,Trust,"Rajshree Medical Research Institute, Bareilly",MD - Pharmacology,4
7408,Uttar Pradesh,Trust,"Rajshree Medical Research Institute, Bareilly",MD - Community Medicine,3
7409,Uttar Pradesh,Trust,"Rajshree Medical Research Institute, Bareilly","MD - Dermatology , Venereology & Leprosy",2
7410,Uttar Pradesh,Trust,"Rajshree Medical Research Institute, Bareilly",MD - Pathology,4
7411,Uttar Pradesh,Trust,"Rajshree Medical Research Institute, Bareilly",MD - Anaesthesiology,5
7412,Uttar Pradesh,Trust,"Rama Medical College and Hospital , Kanpur",MD - Pulmonary Medicine,2
7413,Uttar Pradesh,Trust,"Rama Medical College and Hospital , Kanpur",MD - Paediatrics,2
7414,Uttar Pradesh,Trust,"Rama Medical College and Hospital , Kanpur",MS - General Surgery,4
7415,Uttar Pradesh,Trust,"Rama Medical College and Hospital , Kanpur",MS - Orthopaedics,3
7416,Uttar Pradesh,Trust,"Rama Medical College and Hospital , Kanpur",MD - Psychiatry,3
7417,Uttar Pradesh,Trust,"Rama Medical College and Hospital , Kanpur",MS - Obstetrics & Gynaecology,4
7418,Uttar Pradesh,Trust,"Rama Medical College and Hospital , Kanpur",MD - Pathology,2
7419,Uttar Pradesh,Trust,"Rama Medical College and Hospital , Kanpur",MD - Anaesthesiology,4
7420,Uttar Pradesh,Trust,"Rama Medical College and Hospital , Kanpur",MD - Bio-Chemistry,2
7421,Uttar Pradesh,Trust,"Rama Medical College and Hospital , Kanpur",MS - Otorhinolaryngology,2
7422,Uttar Pradesh,Trust,"Rama Medical College and Hospital , Kanpur",MD - Pharmacology,3
7423,Uttar Pradesh,Trust,"Rama Medical College and Hospital , Kanpur",MD - Microbiology,3
7424,Uttar Pradesh,Trust,"Rama Medical College and Hospital , Kanpur",MD - Emergency Medicine,3
7425,Uttar Pradesh,Trust,"Rama Medical College and Hospital , Kanpur",MD - Radio Diagnosis/Radiology,4
7426,Uttar Pradesh,Trust,"Rama Medical College and Hospital , Kanpur","MD - Social & Preventive Medicine / Community
Medicine",6
7427,Uttar Pradesh,Trust,"Rama Medical College and Hospital , Kanpur",MD - General Medicine,4
7428,Uttar Pradesh,Trust,"Rama Medical College and Hospital , Kanpur","MD - Dermatology , Venereology & Leprosy",2
7429,Uttar Pradesh,Trust,"Rama Medical College and Hospital , Kanpur",MS - Opthalmology,1
7430,Uttar Pradesh,Trust,"Rama Medical College Hospital and Research Centre, Hapur",MS - Otorhinolaryngology,1
7431,Uttar Pradesh,Trust,"Rama Medical College Hospital and Research Centre, Hapur",MD - Pulmonary Medicine,3
7432,Uttar Pradesh,Trust,"Rama Medical College Hospital and Research Centre, Hapur",MD - General Medicine,10
7433,Uttar Pradesh,Trust,"Rama Medical College Hospital and Research Centre, Hapur",MS - Orthopaedics,4
7434,Uttar Pradesh,Trust,"Rama Medical College Hospital and Research Centre, Hapur","MD - Dermatology , Venereology & Leprosy",3
7435,Uttar Pradesh,Trust,"Rama Medical College Hospital and Research Centre, Hapur",MS - Opthalmology,3
7436,Uttar Pradesh,Trust,"Rama Medical College Hospital and Research Centre, Hapur",MD - Paediatrics,3
7437,Uttar Pradesh,Trust,"Rama Medical College Hospital and Research Centre, Hapur",MS - General Surgery,5
7438,Uttar Pradesh,Trust,"Rama Medical College Hospital and Research Centre, Hapur",MD - Radio Diagnosis/Radiology,2
7439,Uttar Pradesh,Trust,"Rama Medical College Hospital and Research Centre, Hapur",MD - Anaesthesiology,4
7440,Uttar Pradesh,Trust,"Rama Medical College Hospital and Research Centre, Hapur",MD - Psychiatry,3
7441,Uttar Pradesh,Trust,"Rama Medical College Hospital and Research Centre, Hapur",MS - Obstetrics & Gynaecology,4
7442,Uttar Pradesh,Govt,"Regional Instt. of Opthalmology Previously Known as Nehru Instt.of Opthalmo,
Sitapur",MS - Ophthalmology,15
7443,Uttar Pradesh,Trust,"Rohilkhand Medical College & Hospital, Bareilly",MS - Orthopaedics,8
7444,Uttar Pradesh,Trust,"Rohilkhand Medical College & Hospital, Bareilly",MD - Radiation Oncology,4
7445,Uttar Pradesh,Trust,"Rohilkhand Medical College & Hospital, Bareilly",MD - Paediatrics,9
7446,Uttar Pradesh,Trust,"Rohilkhand Medical College & Hospital, Bareilly",MD - Psychiatry,5
7447,Uttar Pradesh,Trust,"Rohilkhand Medical College & Hospital, Bareilly","MD - Social & Preventive Medicine / Community
Medicine",6
7448,Uttar Pradesh,Trust,"Rohilkhand Medical College & Hospital, Bareilly",MD - Radio Diagnosis/Radiology,16
7449,Uttar Pradesh,Trust,"Rohilkhand Medical College & Hospital, Bareilly",MS - ENT,3
7450,Uttar Pradesh,Trust,"Rohilkhand Medical College & Hospital, Bareilly",MD - General Medicine,17
7451,Uttar Pradesh,Trust,"Rohilkhand Medical College & Hospital, Bareilly",MD - Anaesthesiology,14
7452,Uttar Pradesh,Trust,"Rohilkhand Medical College & Hospital, Bareilly",MD - Bio-Chemistry,2
7453,Uttar Pradesh,Trust,"Rohilkhand Medical College & Hospital, Bareilly",MD - Anatomy,3
7454,Uttar Pradesh,Trust,"Rohilkhand Medical College & Hospital, Bareilly","MD - Tuberculosis & Respiratory Diseases / Pulmonary
Medicine",5
7455,Uttar Pradesh,Trust,"Rohilkhand Medical College & Hospital, Bareilly",MS - Opthalmology,5
7456,Uttar Pradesh,Trust,"Rohilkhand Medical College & Hospital, Bareilly",MS - General Surgery,22
7457,Uttar Pradesh,Trust,"Rohilkhand Medical College & Hospital, Bareilly",MD - Physiology,2
7458,Uttar Pradesh,Trust,"Rohilkhand Medical College & Hospital, Bareilly","MD - Dermatology , Venereology & Leprosy",5
7459,Uttar Pradesh,Trust,"Rohilkhand Medical College & Hospital, Bareilly",MD - Emergency Medicine,3
7460,Uttar Pradesh,Trust,"Rohilkhand Medical College & Hospital, Bareilly",MD - Pathology,9
7461,Uttar Pradesh,Trust,"Rohilkhand Medical College & Hospital, Bareilly",MS - Obstetrics & Gynaecology,16
7462,Uttar Pradesh,Trust,"Rohilkhand Medical College & Hospital, Bareilly",MD - Pharmacology,4
7463,Uttar Pradesh,Trust,"Rohilkhand Medical College & Hospital, Bareilly",MD - Microbiology,2
7464,Uttar Pradesh,Govt,"S N Medical College, Agra",MD - Pharmacology,6
7465,Uttar Pradesh,Govt,"S N Medical College, Agra",MS - Orthopaedics,7
7466,Uttar Pradesh,Govt,"S N Medical College, Agra",MS - Otorhinolaryngology,2
7467,Uttar Pradesh,Govt,"S N Medical College, Agra",MD - Pathology,19
7468,Uttar Pradesh,Govt,"S N Medical College, Agra",Diploma in Oto-Rhino-Laryngology,2
7469,Uttar Pradesh,Govt,"S N Medical College, Agra","MD - Forensic Medicine/Forensic Medicine &
Toxicology",3
7470,Uttar Pradesh,Govt,"S N Medical College, Agra","MD - Social & Preventive Medicine / Community
Medicine",7
7471,Uttar Pradesh,Govt,"S N Medical College, Agra",MS - Obstetrics & Gynaecology,20
7472,Uttar Pradesh,Govt,"S N Medical College, Agra",MD - Radio Diagnosis/Radiology,2
7473,Uttar Pradesh,Govt,"S N Medical College, Agra",MD - Paediatrics,9
7474,Uttar Pradesh,Govt,"S N Medical College, Agra",Diploma in Tuberculosis & Chest Diseases,1
7475,Uttar Pradesh,Govt,"S N Medical College, Agra",Diploma in Orthopaedics,2
7476,Uttar Pradesh,Govt,"S N Medical College, Agra",Diploma in Child Health,6
7477,Uttar Pradesh,Govt,"S N Medical College, Agra",Diploma in Dermatology,1
7478,Uttar Pradesh,Govt,"S N Medical College, Agra",MD - Anatomy,6
7479,Uttar Pradesh,Govt,"S N Medical College, Agra","MD - Tuberculosis & Respiratory Diseases / Pulmonary
Medicine",4
7480,Uttar Pradesh,Govt,"S N Medical College, Agra",MD - Psychiatry,5
7481,Uttar Pradesh,Govt,"S N Medical College, Agra",MD - Microbiology,7
7482,Uttar Pradesh,Govt,"S N Medical College, Agra",MS - Opthalmology,8
7483,Uttar Pradesh,Govt,"S N Medical College, Agra","MD - Dermatology , Venereology & Leprosy",4
7484,Uttar Pradesh,Govt,"S N Medical College, Agra",MS - General Surgery,25
7485,Uttar Pradesh,Govt,"S N Medical College, Agra",MD - Radiotherapy/ Radiation Oncology,5
7486,Uttar Pradesh,Govt,"S N Medical College, Agra",MD - Anaesthesiology,14
7487,Uttar Pradesh,Govt,"S N Medical College, Agra",MD - General Medicine,25
7488,Uttar Pradesh,Govt,"S N Medical College, Agra",MD - Physiology,5
7489,Uttar Pradesh,Govt,"Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow",MD - Anaesthesiology,16
7490,Uttar Pradesh,Govt,"Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow",MD - Emergency Medicine,2
7491,Uttar Pradesh,Govt,"Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow",MD - Immuno Haematology & Blood Transfusion,3
7492,Uttar Pradesh,Govt,"Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow",MD - Microbiology,2
7493,Uttar Pradesh,Govt,"Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow",MD - Nuclear Medicine,6
7494,Uttar Pradesh,Govt,"Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow",MS - Ophthalmology,2
7495,Uttar Pradesh,Govt,"Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow",MD - Pathology,4
7496,Uttar Pradesh,Govt,"Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow",MD - Radiation Oncology,4
7497,Uttar Pradesh,Govt,"Sanjay Gandhi Postgraduate Institute of Medical Sciences, Lucknow",MD - Radio Diagnosis/Radiology,6
7498,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad",MD - Immuno Haematology & Blood Transfusion,3
7499,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad","MD - Forensic Medicine/Forensic Medicine &
Toxicology",1
7500,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad",MS - ENT,7
7501,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad",MD - Pathology,10
7502,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad",MS - Opthalmology,8
7503,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad",MD - Emergency Medicine,3
7504,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad",MS - Orthopaedics,7
7505,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad",MD - Pharmacology,6
7506,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad",MD - Microbiology,6
7507,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad","MD - Dermatology , Venereology & Leprosy",2
7508,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad",MD - Anaesthesiology,10
7509,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad","MD - Tuberculosis & Respiratory Diseases / Pulmonary
Medicine",5
7510,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad",MS - General Surgery,11
7511,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad",MD - Physiology,5
7512,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad",MD - Psychiatry,5
7513,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad",MD - Anatomy,5
7514,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad",MD - Paediatrics,8
7515,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad",MD - General Medicine,11
7516,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad",MS - Obstetrics & Gynaecology,7
7517,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad",MD - Bio-Chemistry,5
7518,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad",MD - Radio Diagnosis,6
7519,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad","MD - Social & Preventive Medicine / Community
Medicine",5
7520,Uttar Pradesh,Trust,"Santosh Medical College, Ghaziabad","Diploma - Forensic Medicine/Forensic Medicine &
Toxicology",1
7521,Uttar Pradesh,Trust,Saraswathi Institute of Medical Sciences Hapur,MD- Anatomy,1
7522,Uttar Pradesh,Trust,Saraswathi Institute of Medical Sciences Hapur,MD-Physiology,1
7523,Uttar Pradesh,Trust,Saraswathi Institute of Medical Sciences Hapur,MD-Pharmacology,2
7524,Uttar Pradesh,Trust,Saraswathi Institute of Medical Sciences Hapur,MD-Microbiology,1
7525,Uttar Pradesh,Trust,Saraswathi Institute of Medical Sciences Hapur,MD-Pathology,4
7526,Uttar Pradesh,Trust,Saraswathi Institute of Medical Sciences Hapur,MD-  Community Medicine,2
7527,Uttar Pradesh,Trust,Saraswathi Institute of Medical Sciences Hapur,MD-Forensic Medicine,2
7528,Uttar Pradesh,Trust,Saraswathi Institute of Medical Sciences Hapur,MD-General Medicine,14
7529,Uttar Pradesh,Trust,Saraswathi Institute of Medical Sciences Hapur,MD-Radio Diagnosis,6
7530,Uttar Pradesh,Trust,Saraswathi Institute of Medical Sciences Hapur,MD-Psychiatry,4
7531,Uttar Pradesh,Trust,Saraswathi Institute of Medical Sciences Hapur,MS-OBG,6
7532,Uttar Pradesh,Trust,Saraswathi Institute of Medical Sciences Hapur,MS-General Surgery,10
7533,Uttar Pradesh,Trust,Saraswathi Institute of Medical Sciences Hapur,MS-ENT,2
7534,Uttar Pradesh,Trust,Saraswathi Institute of Medical Sciences Hapur,MD-DVL,5
7535,Uttar Pradesh,Trust,Saraswathi Institute of Medical Sciences Hapur,MD-Paediatrics,8
7536,Uttar Pradesh,Trust,Saraswathi Institute of Medical Sciences Hapur,MD- Anesthesiology,9
7537,Uttar Pradesh,Trust,Saraswathi Institute of Medical Sciences Hapur,MD-Respiratory Medicine,2
7538,Uttar Pradesh,Trust,Saraswathi Institute of Medical Sciences Hapur,MS-Orthopaedics,2
7539,Uttar Pradesh,Trust,Saraswathi Institute of Medical Sciences Hapur,MS-Opthalmology,4
7540,Uttar Pradesh,Trust,"School of Medical Sciences & Research,Greater Noida",MS - General Surgery,9
7541,Uttar Pradesh,Trust,"School of Medical Sciences & Research,Greater Noida",MS - Orthopaedics,5
7542,Uttar Pradesh,Trust,"School of Medical Sciences & Research,Greater Noida",MD - Pharmacology,2
7543,Uttar Pradesh,Trust,"School of Medical Sciences & Research,Greater Noida","MD - Social & Preventive Medicine / Community
Medicine",2
7544,Uttar Pradesh,Trust,"School of Medical Sciences & Research,Greater Noida",MD - Physiology,2
7545,Uttar Pradesh,Trust,"School of Medical Sciences & Research,Greater Noida",MD - Radio Diagnosis/Radiology,10
7546,Uttar Pradesh,Trust,"School of Medical Sciences & Research,Greater Noida","MD - Tuberculosis & Respiratory Diseases / Pulmonary
Medicine",3
7547,Uttar Pradesh,Trust,"School of Medical Sciences & Research,Greater Noida",MD - Emergency Medicine,2
7548,Uttar Pradesh,Trust,"School of Medical Sciences & Research,Greater Noida",MS - Obstetrics & Gynaecology,8
7549,Uttar Pradesh,Trust,"School of Medical Sciences & Research,Greater Noida",MD - Paediatrics,12
7550,Uttar Pradesh,Trust,"School of Medical Sciences & Research,Greater Noida",MD - Anatomy,2
7551,Uttar Pradesh,Trust,"School of Medical Sciences & Research,Greater Noida",MD - General Medicine,16
7552,Uttar Pradesh,Trust,"School of Medical Sciences & Research,Greater Noida",MD - Bio-Chemistry,1
7553,Uttar Pradesh,Trust,"School of Medical Sciences & Research,Greater Noida",MD - Microbiology,2
7554,Uttar Pradesh,Trust,"School of Medical Sciences & Research,Greater Noida",MD - Psychiatry,3
7555,Uttar Pradesh,Trust,"School of Medical Sciences & Research,Greater Noida",MD - Pathology,4
